,Name,Updated SMILES,Biološka uporabnost (%),nAtom,nHeavyAtom,nH,nO,nBonds,nBondsO,nBondsS,nBondsKS,C2SP3,NsOH,nHBAcc,MPC2,ATS0se,ATS1se,ATS1pe,ATS1are,ATSC0p,ETA_eta_L,ZMIC0,PEOE_VSA1,SlogP_VSA2,VSA_EState9,bpol,MW,nRot,FilterItLogS,bioavailability
158,Ceftizoxime,s1cc(nc1N)C(=NOC)C(=O)NC1C2SCC=C(N2C1=O)C(O)=O,0.0,38,25,13,5,40,27,30,33,1,1,9,39,320.62119799999994,331.947028,280.5436,275.432,13.189540939892762,6.352445935264232,84.20513696478478,20.994572059745856,62.764130186204966,68.00595369320567,25.151691,383.0358105160003,5,-0.6014118137144052,0.0
159,Ceftriaxone,CON=C(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)CSC3=NC(=O)C(=O)NN3C)c4csc(N)n4,0.0,54,36,18,7,57,39,39,47,1,1,14,57,457.96828699999986,474.140304,401.3802,394.1859,18.949980796113923,9.042798749036654,121.94049118914828,20.994572059745856,83.28144705734519,97.33644955927616,36.64372600000002,554.0460579160003,8,-1.9332963842854969,0.0
160,Cefuroxime,S1C2N(C(=O)C2NC(=O)C(=NOC)c2occc2)C(C(O)=O)=C(C1)COC(=O)N,38.5,45,29,16,8,47,31,36,39,1,1,9,44,384.5078009999999,392.3096,332.0791000000001,326.882,12.094302131420797,6.998377484980503,98.40414956163929,30.14858595059925,70.48027370070909,78.48470423978814,28.901312,424.0688844720004,7,-0.8931120177499609,38.5
161,Celiprolol,O(CC(O)CNC(C)(C)C)c1ccc(NC(=O)N(CC)CC)cc1C(=O)C,45.0,60,27,33,4,60,27,52,55,1,1,5,37,456.53140399999984,464.230052,384.9055,377.43300000000005,12.767764021940975,7.44098416127011,91.92553550971485,25.37687728750389,59.70483940677648,65.41666666666667,39.427831000000026,379.2471065360009,9,-4.424812638655997,45.0
162,Cephalexin,S1C2N(C(=O)C2NC(=O)C(N)c2ccccc2)C(C(O)=O)=C(C1)C,90.0,41,24,17,4,43,26,33,36,2,1,5,38,327.61776499999996,341.40387599999997,286.355,280.212,11.847732244936388,6.230328187862876,78.18088474919914,16.156983476009223,44.95866912120954,63.40138988620138,23.828519,347.0939770240004,4,-1.5591625120611,90.0
163,Cephalothin,s1cccc1CC(=O)NC1C2SCC(COC(=O)C)=C(N2C1=O)C(O)=O,0.0,42,26,16,6,44,28,34,37,2,1,7,40,346.14494599999995,354.453552,297.3060000000001,290.4790000000001,14.832833437742474,7.035892459062612,88.27724385875652,15.160178952647085,57.534856373674295,69.71192332972612,28.459312,396.04497823200035,6,-1.90312658802292,0.0
164,Cephapirin,S1C2N(C(=O)C2NC(=O)CSc2ccncc2)C(C(O)=O)=C(C1)COC(=O)C,0.0,45,28,17,6,47,30,36,39,1,1,8,42,370.6055619999999,379.11263199999996,318.42,311.329,15.346068537424975,7.2661085447249345,93.5973040722041,15.160178952647087,68.27168850136829,74.85983716412164,30.602519,423.0558772640004,7,-2.1966879577779874,0.0
165,Cephradine,S1C2N(C(=O)C2NC(=O)C(N)C=2CC=CCC=2)C(C(O)=O)=C(C1)C,92.0,43,24,19,4,45,26,39,39,4,1,5,38,341.05469299999993,355.63914,297.57499999999993,291.212,12.307192638584745,7.142564769775103,78.68619939522434,16.156983476009223,51.000509950357504,62.38740454669522,25.834933,349.1096270880005,4,-0.7475721029054282,92.0
166,Cerivastatin,Fc1ccc(cc1)-c1c(COC)c(nc(C(C)C)c1C=CC(O)CC(O)CC(O)=O)C(C)C,60.0,67,33,34,5,68,34,54,60,4,3,5,47,517.4414079999998,526.3017480000002,437.4615,427.95,15.510700147053404,8.936815844421979,112.18292485912916,20.056445138322168,45.590596310195295,70.98388808118541,38.966038000000026,459.24210140800085,11,-5.480154045016361,60.0
167,Cetirizine,Clc1ccc(cc1)C(N1CCN(CC1)CCOCC(O)=O)c1ccccc1,85.0,52,27,25,3,54,29,41,47,1,1,4,38,398.84648099999987,418.325854,348.91099999999994,340.3250000000001,12.913615545636056,6.586936264364072,89.35558549477491,9.843390348640755,66.81319810308221,55.032714470807676,31.614175,388.1553703400007,8,-4.25815044187707,85.0
168,Chlorambucil,ClCCN(CCCl)c1ccc(cc1)CCCC(O)=O,82.0,38,19,19,2,38,19,31,34,3,1,2,23,294.27435799999995,293.539376,243.49400000000003,236.375,10.579333556697083,5.528166898698199,66.22741082653624,10.006437125691184,35.92535238455838,35.180248246821215,22.658932999999998,303.0792842080005,9,-4.554712063401817,82.0
169,Chloramphenicol,ClC(Cl)C(=O)NC(C(O)c1ccc([N+](=O)[O-])cc1)CO,82.25,32,20,12,5,32,20,24,27,2,2,5,27,274.880346,265.525308,223.9422,219.06900000000002,8.5079622213675,4.760069800436649,70.0572633058751,15.529843393687743,38.52853805176152,53.520707068393456,15.662483999999996,322.0123268440003,6,-2.4095482422051666,82.25
170,Chloramphenicol_palmitate,ClC(Cl)C(=O)NC(C(O)c1ccc([N+](=O)[O-])cc1)COC(=O)CCCCCCCCCCCCCCC,81.25,79,37,42,6,79,37,70,73,16,1,6,45,610.4342380000003,609.87624,505.3657,493.119,19.445081410017046,12.43459595394542,126.11218950833704,15.160178952647087,39.391315944872666,82.19067983493899,48.36269400000005,560.2419924240012,21,-8.497880160045153,81.25
171,Chlordiazepoxide,Clc1cc2c(N=C(NC)C[N+]([O-])=C2c2ccccc2)cc1,99.0,35,21,14,1,37,23,23,29,0,0,3,32,270.739001,287.753374,242.1831,235.874,8.66029307478874,4.133599300426118,67.00573967346045,10.52404162878362,29.87856703071241,42.00841038009854,17.702897999999994,299.0825397480004,1,-5.699517947708642,99.0
172,Chlorhexidine,Clc1ccc(NC(=NC(=NCCCCCCN=C(N=C(Nc2ccc(Cl)cc2)N)N)N)N)cc1,1.0,64,34,30,0,65,35,49,55,4,0,2,44,493.61288199999984,512.746176,429.7705,420.74,15.065291327280937,7.787460039900902,119.87905276575731,33.568247116661404,36.92773108680049,67.85852368514848,34.536210000000004,504.203196320001,9,-6.220789341685261,1.0
173,Chlormezanone,Clc1ccc(cc1)C1S(=O)(=O)CCC(=O)N1C,99.0,29,17,12,3,30,18,21,24,1,0,3,27,234.64350200000004,237.014234,196.8369,190.38,10.17637289645503,3.842830386385737,56.15993385961478,4.899909730850478,32.0254120339549,20.921419954298592,21.782484,273.0226419240004,1,-2.823523505915796,99.0
174,Chloroquine,Clc1cc2nccc(N(CCCCN(CC)CC)C)c2cc1,80.0,48,22,26,0,49,23,38,44,2,0,3,30,353.089885,370.333798,306.969,298.975,11.893853627783914,6.036685833862353,76.99405546113448,9.799819461700956,43.11058585812519,36.72594992751596,31.153381999999993,319.1815255120007,8,-5.802025289251612,80.0
175,Chlorothiazide,Clc1cc2N=CNS(=O)(=O)c2cc1S(=O)(=O)N,20.0,23,17,6,4,24,18,13,16,0,0,5,29,206.66949100000008,205.63573,171.5682,165.7036,10.367044106373823,3.1340279586461195,60.213507082173564,0.0,23.174129331179767,12.787966269841275,20.981242,294.94882535200014,1,-2.3315733875055167,20.0
176,Chloroxine,Clc1cc(Cl)c2c(nccc2)c1O,89.0,18,13,5,1,19,14,8,14,0,1,2,20,149.16156600000005,152.466372,128.9225,124.2,4.990160069732499,2.318589102423755,45.016872099088104,5.106527394840706,10.090505915787917,21.938335852859662,7.1760350000000015,212.97481914,0,-3.7591446659918817,89.0
177,Chlorpheniramine,Clc1ccc(N(CCN(C)C)c2ncccc2)cc1,39.25,37,19,18,0,38,20,26,32,0,0,3,26,276.720625,290.771194,242.5815,236.225,9.327193595090757,3.9660731875110247,65.19379895213339,9.799819461700956,37.06874502897722,33.163601374191664,23.127726000000003,275.11892525600047,5,-4.202570331138008,39.25
178,Chlorpromazine,Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN(C)C,37.5,40,21,19,0,42,23,30,36,1,0,3,32,297.062334,319.20877,265.35299999999995,257.325,13.024710231368775,5.237887207967177,70.62286433739825,9.799819461700956,32.084766508030015,32.74440619663504,25.450933,318.0957472880005,4,-5.215603929741426,37.5
179,CHLORPROPAMIDE,Clc1ccc(S(=O)(=O)NC(=O)NCCC)cc1,95.0,30,17,13,3,30,17,21,24,1,0,3,23,244.02308600000006,240.23851800000003,199.3646,193.5288,10.220827114120963,3.899653864877823,55.51222826295662,5.316788604006331,20.99366790257959,23.809629277092604,22.215691,276.0335409560004,4,-3.5806810130999365,95.0
180,Chlorprothixene,Clc1cc2c(Sc3c(cccc3)C2=CCCN(C)C)cc1,41.0,39,21,18,0,41,23,28,34,1,0,2,32,287.68274999999994,308.40051399999993,255.9945,247.55,12.900837397767232,5.1514610573689685,70.2902158426386,4.899909730850478,25.540010102117435,32.91079508552393,22.737725999999995,315.0848482560005,3,-5.784991655964445,41.0
181,Chlortetracycline,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O,30.0,56,33,23,8,59,36,48,51,2,5,9,60,459.7086489999999,476.123834,399.7755,391.533,13.31209958164984,8.417885456829945,111.86057935237446,31.266304451365713,73.64445193262141,91.16901269680618,27.327761,478.1142933760006,2,-2.1003240209802887,30.0
182,Cibenzoline,N1CCN=C1C1CC1(c1ccccc1)c1ccccc1,86.0,38,20,18,0,41,23,28,34,1,0,2,33,277.064912,307.6312920000001,256.6135,249.704,9.066682296464213,4.887937778583988,67.46978072619231,5.316788604006331,18.925132597582426,37.58333333333333,19.767726,262.14699857600016,3,-4.9061291525596396,86.0
183,Cicaprost,OC1CC2C(CC(C2)=CCOCC(O)=O)C1C#CC(O)C(CC#CCC)C,99.0,57,27,30,5,58,28,54,54,7,3,4,37,434.2038519999999,446.684224,369.861,361.6,13.155417682941929,9.061670670507617,96.9142989678557,20.056445138322168,46.710584176996406,66.33333333333333,32.70021,374.2093240600008,6,-1.7698175180716995,99.0
184,Ciclesonide,O1C2(C(OC1C1CCCCC1)CC1C3C(C4(C(=CC(=O)C=C4)CC3)C)C(O)CC12C)C(=O)COC(=O)C(C)C,1.0,83,39,44,7,88,44,83,83,11,1,7,70,630.37094,672.245728,557.6030000000002,544.2,19.17401079981787,14.258701514679489,139.9926664969007,19.31711625624085,53.34821485585085,87.58333333333334,51.953108000000064,540.3087037480011,5,-4.377942401883784,1.0
185,Cicloprolol,CC(C)NCC(COC1=CC=C(C=C1)OCCOCC2CC2)O,99.0,52,23,29,4,53,24,47,50,4,1,5,30,394.17324399999984,410.812456,340.17149999999987,333.3040000000001,11.410892110428515,7.126229600515794,80.71899533203549,24.633904860247178,50.22461887570121,48.83333333333334,34.871003,323.2096584080008,12,-3.9620561673852297,99.0
186,Cidofovir,P(O)(O)(=O)COC(CN1C=CC(=NC1=O)N)CO,5.0,32,18,14,6,32,18,24,28,1,3,7,25,271.423053,266.427452,222.3653,218.938,12.142092350435874,4.248696802792156,62.107393672612,25.363881031307894,43.503247490400256,46.744213445785405,27.636898,279.0620217980004,6,0.6327890058463225,5.0
187,CILAZAPRIL,O=C1N2N(CCCC1NC(CCc1ccccc1)C(OCC)=O)CCCC2C(O)=O,60.0,61,30,31,5,63,32,54,57,9,1,6,43,471.5272239999998,490.460432,408.8791,400.6789,13.316723921468364,8.899945376617971,101.74874423167526,9.843390348640755,70.79206001178692,73.16666666666666,38.289417000000014,417.2263710920008,8,-2.9094239919314915,60.0
188,Cilazaprilat,O=C1N2N(CCCC1NC(CCc1ccccc1)C(O)=O)CCCC2C(O)=O,26.0,55,28,27,5,57,30,48,51,9,2,5,41,429.57233599999984,446.76904,373.1226,365.8789,11.951029680833528,8.043149601648858,94.6762449990164,10.213054789681411,69.2917054421147,72.16666666666666,32.540589000000004,389.1950709640007,7,-1.8264442712982527,26.0
189,Cilomilast,O(c1cc(ccc1OC)C1(CCC(CC1)C(O)=O)C#N)C1CCCC1,99.0,50,25,25,4,52,27,44,47,9,1,4,38,382.38041999999984,400.078684,332.64199999999994,324.875,11.537181586612501,7.624151053061683,86.07096026698515,14.580253302440806,24.28959661181839,59.08333333333334,29.990175,343.17835828000074,5,-3.8188994414431017,99.0
190,Cimetidine,S(Cc1nc[nH]c1C)CCNC(=NC)NC#N,62.5,33,17,16,0,33,17,26,29,0,0,4,20,252.854249,260.245632,217.43400000000003,213.387,9.481892694512966,4.546045238154508,60.64641160741675,10.30076712495354,35.272793605974805,37.54831467309147,23.071311999999995,252.115715512,5,-3.4714606078299415,62.5
191,Cimetropium,O1C2C3[N+](C(CC(OC(=O)C(CO)c4ccccc4)C3)C12)(CC1CC1)C,2.0,54,26,28,4,58,30,51,54,9,1,4,46,410.0763279999999,447.743752,372.728,364.4,12.398988676038373,8.248164476505638,90.16918121568527,19.063284160135428,66.15375471513069,54.04547191079522,34.709796000000004,358.20128479609076,6,-3.129091430951056,2.0
192,Cinacalcet,FC(F)(F)c1cc(ccc1)CCCNC(C)c1c2c(ccc1)cccc2,21.25,48,26,22,0,50,28,33,42,3,0,1,39,371.899196,381.674436,320.0065,312.1040000000001,12.121349057533916,6.191167065090194,87.00819512510756,5.316788604006331,6.544756405912576,27.621354942036447,25.979554,357.17043436400064,6,-7.468174228598543,21.25
193,Cinolazepam,Clc1cc2c(N(CCC#N)C(=O)C(O)N=C2c2ccccc2F)cc1,95.0,38,25,13,2,40,27,25,31,1,1,4,38,308.4532849999999,316.289986,267.6935,260.825,9.377308522576973,4.970038151176481,75.27128716625889,10.006437125691184,29.49804970361036,48.24247173225649,18.952691,357.0680325560004,3,-4.8842120285030886,95.0
194,cinoxacin,O1c2c(OC1)cc1N(N=C(C(O)=O)C(=O)c1c2)CC,72.5,29,19,10,5,31,21,18,25,0,1,6,31,244.83268400000009,255.686012,216.9846,213.3999,6.183772652458964,4.088551230032183,64.43887300354407,14.580253302440806,27.6492597323386,51.20620370370371,16.950069999999997,262.0589714200002,2,-2.0291869861319936,72.5
195,Ciprofibrate,ClC1(Cl)CC1c1ccc(OC(C(O)=O)(C)C)cc1,99.0,32,18,14,3,33,19,26,29,2,1,2,30,256.291602,259.247328,216.2345,209.6,9.237210341185877,4.8738062275823335,64.66860190717873,9.843390348640755,21.010237607261683,35.73355887359705,17.668898000000006,288.03199966800037,4,-3.5431617876885344,99.0
196,Ciprofloxacin,Fc1cc2c(nc1N1CCCCC1)N(C=C(C(O)=O)C2=O)C1CC1,65.0,42,24,18,3,45,27,32,39,6,1,5,40,335.78117999999995,354.830096,298.9565,292.85,9.45765538216114,6.473930019829501,76.69516095633516,14.57353677348254,33.716423663356274,46.205167469765684,25.466726,331.13321965600045,3,-3.0569827784109282,65.0
197,Cisapride,Clc1cc(C(=O)NC2CCN(CC2OC)CCCOc2ccc(F)cc2)c(OC)cc1N,37.5,61,32,29,4,63,34,50,56,4,0,6,46,480.35472099999987,496.552662,415.5945,406.63700000000006,14.731354616883149,7.889115502389544,103.2734444195648,30.16095467341914,63.41364294190394,58.402667279289744,38.50200300000002,465.1830623080008,9,-5.8755965853080845,37.5
198,Cladribine,Clc1nc(N)c2ncn(c2n1)C1OC(CO)C(O)C1,44.5,31,19,12,3,33,21,23,29,3,2,8,31,259.16568100000006,275.06931000000003,233.07299999999998,229.233,6.918583972695867,4.5798638028702205,63.354313134725636,20.68358522064365,48.546904740323896,42.88401231068559,18.844484,285.06286692400033,2,-0.8551394702543116,44.5
199,Clarithromycin,O1C(CC)C(O)(C)C(O)C(C)C(=O)C(CC(OC)(C)C(OC2OC(CC(N(C)C)C2O)C)C(C)C(OC2OC(C)C(O)C(OC)(C2)C)C(C)C1=O)C,52.5,121,52,69,13,123,54,121,121,13,4,14,83,933.887568,961.2766,795.1954999999997,780.075,25.23870820391911,18.003056669400905,187.89050153508063,58.48405998681364,149.65028641519538,125.58333333333334,84.81928300000017,747.476891268002,8,-3.0920606045045447,52.5
200,Clavulanic Acid (Clavulanate),O1C2N(C(C(O)=O)C1=CCO)C(=O)C2,75.0,23,14,9,5,24,15,21,21,2,2,4,22,197.75052000000008,200.524332,169.30899999999997,166.925,4.7023645752597405,3.5770319170152303,50.72539523373969,14.949917743481462,45.86607350223099,44.16666666666666,14.210862999999994,199.04807238799998,2,0.9954472858633674,75.0
201,Clemastine,Clc1ccc(cc1)C(OCCC1N(CCC1)C)(C)c1ccccc1,38.1,50,24,26,1,52,26,40,46,4,0,2,36,368.659877,391.791042,324.768,315.6,12.91316025507552,6.5261619410905976,82.59849020736898,9.636772684650527,31.14106091310112,40.626527849572135,30.039382,343.17029213200067,6,-5.720267862360942,38.1
202,Clenbuterol,Clc1cc(cc(Cl)c1N)C(O)CNC(C)(C)C,97.0,35,17,18,1,35,17,29,32,1,1,3,25,269.324782,272.330992,225.8435,219.637,9.6750703025084,4.512712298738442,59.502010194357396,16.15698347600922,17.190209053136627,29.647649570630733,19.077726,276.07961855600047,3,-4.106482867996428,97.0
203,Clinafloxacin,Clc1c2N(C=C(C(O)=O)C(=O)c2cc(F)c1N1CC(N)CC1)C1CC1,90.0,42,25,17,3,45,28,32,39,5,1,5,43,341.138341,358.347038,302.311,295.5080000000001,10.349062243210119,6.455143922886161,78.42652347385761,20.307204250644727,34.77428597155702,44.617341427311665,23.263518999999995,365.0942473040005,3,-3.153872747371252,90.0
204,Clindamycin,ClC(C(NC(=O)C1N(CC(C1)CCC)C)C1OC(SC)C(O)C(O)C1O)C,88.5,60,27,33,5,61,28,60,60,10,3,7,40,465.41992599999986,478.510022,395.7249999999999,387.004,16.775000365340983,10.166005161491258,89.42054340286295,25.373233742328487,93.28750266588922,59.06300052516767,40.95983100000004,424.1798708360008,7,-1.1981214778145846,88.5
205,Clodronate,ClC(Cl)(P(O)(O)=O)P(O)(O)=O,1.0,15,11,4,6,14,10,12,12,0,4,2,18,151.32636800000003,125.920612,102.7586,98.51,15.527941915023735,2.9736638325158595,53.78325871125588,19.573646411009893,23.389177333579173,22.499336419753085,22.448828,243.88601646799998,2,1.0968258559113773,1.0
206,Clofarabine,Clc1nc(N)c2ncn(c2n1)C1OC(CO)C(O)C1F,50.0,31,20,11,3,33,22,23,29,3,2,8,33,268.447217,278.935678,237.612,233.983,7.030245777057417,4.731235906431358,64.26672042192939,20.68358522064365,54.71858013583421,37.06263995618824,18.954277,303.0534451120003,2,-0.8961881256704902,50.0
207,Clofazimine,Clc1ccc(N2C3=CC(=NC(C)C)C(Nc4ccc(Cl)cc4)=CC3=Nc3c2cccc3)cc1,57.0,55,33,22,0,59,37,31,46,1,0,4,53,416.35793399999983,451.823752,379.447,367.97900000000004,14.064502449461346,6.6443719546392535,106.87722543370494,9.883888251797686,15.592918997886525,54.27552497278136,27.650554,472.1221520640006,4,-9.102578527678656,57.0
208,Clofibrate,Clc1ccc(OC(C(OCC)=O)(C)C)cc1,95.0,31,16,15,3,31,16,24,27,0,0,3,22,243.39392500000008,241.88141,201.093,195.825,8.137647116895485,3.9223995259563513,56.30541835318776,9.473725907600098,18.177238063448453,34.11311682469812,19.898104999999997,242.07097202,4,-3.4589857243137585,95.0
209,Clomethiazole,ClCCc1scnc1C,25.0,17,9,8,0,17,9,12,15,1,0,2,11,130.01191799999998,130.42676200000002,107.61,103.625,7.384587267595763,2.793981326286258,32.802129943784635,0.0,10.863981965917548,12.055385802469138,12.135655999999996,161.006597936,2,-2.944650346748073,25.0
210,Clomifene,ClC(=C(c1ccc(OCCN(CC)CC)cc1)c1ccccc1)c1ccccc1,92.5,57,29,28,1,59,31,40,49,0,0,2,40,419.799385,443.7288860000001,368.5005,357.85,14.745804244234874,6.868854317587532,97.96298935679279,9.636772684650527,31.14106091310112,50.7367956464746,32.045796,405.18594219600084,9,-7.4050258424875315,92.5
211,Clomipramine,Clc1cc2N(c3c(CCc2cc1)cccc3)CCCN(C)C,50.5,45,22,23,0,47,24,35,41,3,0,2,33,330.27337299999994,354.06100200000014,294.1425,285.875,11.571696650524313,5.5823441324496725,76.12671589045206,9.799819461700956,32.084766508030015,35.67251327125499,27.003760999999994,314.15497641600064,4,-5.665055933803681,50.5
212,Clonazepam,Clc1ccccc1C1=NCC(=O)Nc2c1cc([N+](=O)[O-])cc2,94.0,32,22,10,3,34,24,19,25,0,0,4,34,263.02806100000004,272.216882,231.2207,225.69400000000002,7.576913815836876,3.9971679439634014,68.42296715132525,5.316788604006331,23.08693218685245,53.581735603706505,14.286069999999995,315.04106886000017,2,-5.263405283488841,94.0
213,Clonidine,Clc1cccc(Cl)c1N=C1NCCN1,85.0,23,14,9,0,24,15,17,20,0,0,1,20,183.08697800000007,190.873776,160.79149999999996,155.95799999999997,6.445922997868433,3.1274010857882084,51.836788346285715,10.633577208012662,19.049067380568985,19.967156714537662,12.328862999999998,229.01735264799999,1,-4.14947169259854,85.0
214,Clopidogrel,Clc1ccccc1C(N1CCc2sccc2C1)C(OC)=O,52.5,37,21,16,2,39,23,27,33,2,0,4,32,285.86822199999995,301.645354,251.583,244.05,12.244426879061185,5.223794132060978,67.84921820357737,4.736862953800049,24.52376896599243,38.54180545932364,23.335312,321.0590274320004,3,-4.160766406823603,52.5
215,Clorazepate,Clc1cc2c(NC(=O)C(N=C2c2ccccc2)C(O)=O)cc1,91.0,33,22,11,3,35,24,20,26,1,1,3,34,267.085405,277.183858,234.168,227.979,8.070770463559333,4.123135373434824,68.00141338893516,10.423315998847038,28.736538244062718,52.57710705887294,14.991276999999998,314.0458198920004,2,-4.248620217861386,91.0
216,Clotrimazole,Clc1ccccc1C(n1ccnc1)(c1ccccc1)c1ccccc1,0.0,42,25,17,0,45,28,22,34,0,0,2,39,312.58413699999994,340.2870660000001,285.243,276.45,10.572869693352978,4.640208335443386,78.59184841222779,4.567099647791356,9.551078168738565,42.2124217372134,20.414518999999995,344.10802622400047,4,-6.0159035791868405,0.0
217,Cloxacillin,Clc1ccccc1-c1noc(C)c1C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O,51.5,47,29,18,5,50,32,36,42,2,1,6,50,382.38511799999986,400.067734,336.6041,328.524,13.985453586620809,7.265550952993268,92.73999126946545,19.846320666670863,55.151342053953705,63.7302918155725,27.647726,435.06556935600037,4,-4.205655141578429,51.5
218,Clozapine,Clc1cc2N=C(N3CCN(CC3)C)c3c(Nc2cc1)cccc3,60.0,42,23,19,0,45,26,32,38,0,0,4,37,316.26227299999994,346.753554,290.7835,283.32899999999995,10.350147849024117,5.2753215503333415,77.6443945687265,15.116608065707286,48.862136853785714,39.43457134374852,24.700933,326.12982428800046,0,-4.972066331930064,60.0
219,COCAINE,O(C(=O)c1ccccc1)C1CC2N(C(CC2)C1C(OC)=O)C,57.0,43,22,21,4,45,24,37,40,6,0,5,34,332.88501599999995,349.093488,291.2355,284.775,9.811196522145073,6.044615818084477,75.6743961206587,9.473725907600098,49.18363787675312,51.83333333333334,27.985346999999994,303.14705815200057,3,-2.134306920457564,57.0
220,Codeine,O1C2C34C(C(N(CC3)C)Cc3c4c1c(OC)cc3)C=CC2O,70.0,43,22,21,3,47,26,40,43,5,1,4,42,327.0738159999999,364.034688,303.9290000000001,296.975,10.053967926610184,6.574581563171433,74.71750858801761,19.480163033291284,48.958436660203034,44.75000000000001,26.249346999999997,299.1521435320006,1,-2.461326729645919,70.0
221,Colchicine,O(C)C1=CC=C2C(=CC1=O)C(NC(=O)C)CCc1c2c(OC)c(OC)c(OC)c1,47.5,54,29,25,6,56,31,41,48,3,0,6,44,424.16488399999986,440.252108,368.0994999999999,360.354,12.372218448435651,6.4724028536641445,100.17816794321293,24.264240419206534,34.34636989446164,69.5,34.330175000000004,399.16818752000063,5,-6.054065613747867,47.5
222,Colistin,S(O)(=O)(=O)CNCCC1NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCCCC(CC)C)CCNCS(O)(=O)=O)C(O)C)CCNCS(O)(=O)=O)CCNC(=O)C(NC1=O)C(O)C)CCNCS(O)(=O)=O)CC(C)C)CC(C)C)CCNCS(O)(=O)=O,0.0,217,107,110,28,217,107,196,196,25,7,28,148,1757.1744369999994,1748.47184,1449.2820000000006,1420.914,57.27914001250105,31.11280382804275,358.1900800518161,95.2816724537827,281.3235875537629,183.9870812829276,162.30077000000026,1638.6279018800021,44,-8.331184302241374,0.0
223,Conivaptan,O=C(N1CCc2nc([nH]c2-c2c1cccc2)C)c1ccc(NC(=O)c2ccccc2-c2ccccc2)cc1,42.0,64,38,26,2,69,43,38,53,1,0,3,61,483.4865519999999,527.68166,443.408,432.083,14.817654456356438,7.3844704917694814,119.22660547713473,15.200676855804016,28.32707290651,83.0,31.80938199999999,498.2055760720007,4,-8.776948094162952,42.0
224,Cotinine,O=C1N(C)C(CC1)c1cccnc1,97.0,25,13,12,1,26,14,19,22,3,0,2,19,189.781716,199.623216,166.872,163.125,5.588166907697759,3.116283737576611,43.39265483952086,4.899909730850478,22.83873996382638,29.66666666666666,15.756483999999995,176.09496300400002,1,-1.9072488760750903,97.0
225,Coumarin,O1c2c(C=CC1=O)cccc2,3.0,17,11,6,2,18,12,6,13,0,0,2,16,134.87886,140.67208799999997,118.49849999999998,115.5,4.007524386825529,1.8985581203530768,35.22424784269192,4.417150937053346,0.0,22.593935185185188,8.623242,146.036779432,0,-2.6806130374010877,3.0
226,Cyclobenzaprine,N(CCC=C1c2c(C=Cc3c1cccc3)cccc2)(C)C,50.0,42,21,21,0,44,23,30,36,1,0,1,31,302.09969999999987,326.592764,271.116,263.525,10.312791286628782,4.848524683632262,72.56382402140018,4.899909730850478,25.540010102117435,39.33333333333333,22.777346999999995,275.16739967200056,3,-5.014318596027734,50.0
227,Cyclopenthiazide,Clc1cc2NC(NS(=O)(=O)c2cc1S(=O)(=O)N)CC1CCCC1,99.0,41,23,18,4,43,25,33,36,5,0,5,39,332.53415499999994,344.992142,285.4837,276.7076,15.368913807402098,6.428584991660006,75.67084183481232,5.316788604006331,23.001369580792407,17.918969240471846,32.449726,379.04272573600053,3,-3.848060294865169,99.0
228,Cyclophosphamide,ClCCN(P1(OCCCN1)=O)CCCl,74.5,29,14,15,2,29,14,28,28,1,0,2,18,231.14375100000007,227.963956,187.7644,181.7474,13.913906264078966,4.93278810605393,47.70933405784829,4.5237471617118175,42.67157426211261,4.104880479969768,28.792105,260.0248197100001,5,-2.710848804330619,74.5
229,Cycloserine,O1NC(=O)C(N)C1,80.0,13,7,6,2,13,7,12,12,1,0,3,9,110.03903599999998,110.550564,93.4046,92.857,2.1086298445890765,1.812685492841676,24.339948665866128,5.733667477162185,18.55590252301239,21.5,7.483242,102.04292743200001,0,0.2739150336585081,80.0
230,Cyclosporine,O=C1N(C)C(C(O)C(CC=CC)C)C(=O)NC(CC)C(=O)N(CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C1C(C)C)C,30.0,196,85,111,12,196,85,184,184,17,1,12,121,1485.7000839999994,1503.59586,1245.1619999999998,1220.2910000000004,40.68141079135875,26.772961937556573,288.605693053693,60.67304992681939,226.78570749754144,211.83333333333331,135.1539770000003,1201.8413679920031,15,-8.345688438697879,30.0
231,Cyproterone,ClC=1C2=CC(=O)C3C(C3)C2(C2C(C3CCC(O)(C(=O)C)C3(CC2)C)C=1)C,99.0,53,26,27,3,57,30,53,53,5,1,3,52,399.42065299999985,430.227018,356.86699999999996,346.525,13.62766213645279,9.593428804167548,90.35283438174385,5.106527394840706,22.274068098554274,51.965009098289535,29.332588999999995,374.1648724040008,1,-4.165171892417996,99.0
